omega,P_omega_delta_0.15,P_omega_delta_-0.15
-4095.6999999999994,1.3849142481901221e-19,2.3888604195718808e-20
-4095.4999999999995,2.244788536060242e-19,1.8342603725384525e-22
-4095.2999999999993,2.4811589498166165e-19,6.977046240133734e-21
-4095.0999999999995,1.7387266337463266e-19,9.703870694439861e-21
-4094.9,2.2647536646374793e-19,6.547994745432264e-21
-4094.7,1.738012739729585e-19,8.847890747128783e-21
-4094.5,2.527132845115535e-19,9.70940907491516e-21
-4094.2999999999997,1.7457329806361988e-19,2.1720408601639943e-20
-4094.1,2.1043466313649523e-19,3.806720150468006e-21
-4093.9,2.057314580149393e-19,1.761178505738652e-20
-4093.7,2.5804270554786135e-19,6.999116615729412e-21
-4093.5,1.8811119616020317e-19,1.4186341882642584e-20
-4093.2999999999997,2.1820709735133336e-19,1.4584386103020693e-20
-4093.1,2.0259834985028435e-19,4.7168975392197945e-21
-4092.9,2.0428258821258964e-19,3.1818583018971937e-21
-4092.7,1.8602066851793969e-19,2.2267066297544552e-20
-4092.5,2.8660157221150713e-19,1.8007799815365317e-22
-4092.2999999999997,1.719888157903724e-19,1.6211199362131882e-20
-4092.1,2.2834877369443613e-19,5.8073107224901305e-21
-4091.8999999999996,2.240031136868297e-19,3.4893230832420265e-21
-4091.7,2.076732625591498e-19,1.3650375107523627e-20
-4091.5,1.9190259461613853e-19,6.434260820465567e-22
-4091.2999999999997,2.560109562956502e-19,1.4559258722247392e-20
-4091.1,1.729691240553729e-19,7.555137164533849e-21
-4090.8999999999996,2.659353677311137e-19,5.900486817668465e-21
-4090.7,1.9319069783140588e-19,8.98505873431373e-21
-4090.5,2.6178646050149375e-19,1.0473293495747036e-20
-4090.2999999999997,1.9467784828521182e-19,8.736855679384243e-22
-4090.1,2.428795411048436e-19,9.408265457655081e-21
-4089.8999999999996,1.950991018616014e-19,6.310500901952907e-21
-4089.7,2.427080550354802e-19,4.544076571891743e-21
-4089.4999999999995,2.407865984973561e-19,1.9038239942882536e-20
-4089.2999999999997,2.1007358321978717e-19,3.3459278675464333e-21
-4089.1,2.421157404460983e-19,2.942961473355192e-20
-4088.8999999999996,2.0744883538687536e-19,1.318795941480181e-21
-4088.7,2.469268804285618e-19,8.580315614742252e-21
-4088.4999999999995,2.198615445676109e-19,1.2152404425325557e-20
-4088.2999999999997,2.694802857562251e-19,5.328136643849774e-21
-4088.1,1.7825599116368775e-19,3.0396679709902847e-21
-4087.8999999999996,2.9179793707800872e-19,1.81723428372585e-20
-4087.7,1.8572768045170706e-19,9.024593961919411e-21
-4087.4999999999995,2.231979197077203e-19,1.6507150770766896e-21
-4087.2999999999997,3.2124570532112672e-19,2.1614980363257843e-20
-4087.0999999999995,1.5971793187860457e-19,1.5308947329801086e-21
-4086.8999999999996,2.958778840277398e-19,3.578275229666106e-21
-4086.7,2.147626885524519e-19,8.881251337005243e-21
-4086.4999999999995,2.040979211396412e-19,9.849641150581214e-21
-4086.2999999999997,3.1266205814364956e-19,5.87060882436373e-21
-4086.0999999999995,1.9964831900678358e-19,1.0880407888856583e-20
-4085.8999999999996,2.1225355749147296e-19,1.7438817472041313e-20
-4085.7,2.8352719187860514e-19,1.4090845247801862e-21
-4085.4999999999995,2.4809920581725504e-19,2.032748630728276e-20
-4085.2999999999997,2.4333295929135434e-19,2.4321681764106052e-21
-4085.0999999999995,2.5978211124230656e-19,3.3412145503716766e-21
-4084.8999999999996,1.8630681248221933e-19,2.009292520039152e-20
-4084.6999999999994,3.0242185248692876e-19,8.260737774224717e-21
-4084.4999999999995,2.306120882498403e-19,7.545143938781478e-21
-4084.2999999999997,2.328318376464771e-19,4.6551377815905115e-21
-4084.0999999999995,2.667915700850284e-19,8.417419530986486e-21
-4083.8999999999996,2.7203895232869938e-19,6.3678029471022655e-21
-4083.6999999999994,2.359174911524142e-19,2.601993225562299e-21
-4083.4999999999995,2.2161402512759753e-19,1.6676147329558345e-20
-4083.2999999999997,2.93720774900384e-19,2.6890851031923353e-21
-4083.0999999999995,2.3227421178725267e-19,9.621910401703726e-21
-4082.9,2.8708124756715808e-19,1.0053358907360499e-20
-4082.7,2.502002731762644e-19,4.656180928765274e-22
-4082.5,2.3999939954873097e-19,3.017797306020539e-20
-4082.2999999999997,2.8891186113417453e-19,1.932142490652996e-21
-4082.1,2.775390485815463e-19,5.369064102248507e-21
-4081.9,2.2097127879432837e-19,2.047551632790837e-20
-4081.7,2.3963353473447e-19,2.4395548205085146e-21
-4081.5,2.952613166728584e-19,6.231759806664342e-21
-4081.2999999999997,2.1644518269218172e-19,1.0919462143530873e-20
-4081.1,3.5503556771747457e-19,3.858728513775247e-21
-4080.9,2.1267950271579204e-19,7.859202045414195e-21
-4080.7,2.901651767399666e-19,1.1387347637436002e-20
-4080.5,2.3813861091499333e-19,5.347548376954186e-21
-4080.2999999999997,3.1041750863655953e-19,3.607496594686107e-21
-4080.1,2.1970802917383784e-19,5.256255441425349e-21
-4079.8999999999996,3.0197863093282844e-19,1.0015527053466404e-20
-4079.7,2.443447753318672e-19,1.3261052673840213e-20
-4079.5,2.784211507502731e-19,2.7226140843608718e-21
-4079.2999999999997,3.1170424322447517e-19,9.982890847540478e-21
-4079.1,1.8634161461853795e-19,1.2033753963251645e-20
-4078.8999999999996,3.5331159508782543e-19,1.3410368158523493e-20
-4078.7,2.521641110837414e-19,3.824242501163495e-21
-4078.5,2.9597694538121926e-19,9.149123739257339e-21
-4078.2999999999997,2.7932262008158347e-19,2.4491303374190785e-21
-4078.1,2.640864759462324e-19,1.5017993340212843e-20
-4077.8999999999996,3.009144997509187e-19,6.573451315689653e-21
-4077.7,2.5269571516227397e-19,1.5769043491635503e-20
-4077.4999999999995,2.8912233680296297e-19,5.926852068578291e-22
-4077.2999999999997,2.7610012780647754e-19,1.617432454427213e-20
-4077.1,2.7364700835906275e-19,7.032800645928878e-21
-4076.8999999999996,2.9033260307815106e-19,2.4570123702426472e-20
-4076.7,2.6941477032238255e-19,1.3741063044151977e-21
-4076.4999999999995,3.7548769457848476e-19,2.1786599769565335e-20
-4076.2999999999997,2.240702485837258e-19,1.93365492967947e-21
-4076.1,2.0370606532014223e-19,1.0584285911747923e-20
-4075.8999999999996,4.102035442782522e-19,1.3216567837247085e-21
-4075.7,2.458499748814417e-19,1.72371347575151e-20
-4075.4999999999995,3.3209189762350185e-19,8.747650335919442e-21
-4075.2999999999997,2.65849923047653e-19,1.0846039790670316e-20
-4075.0999999999995,2.8503798342405494e-19,3.949806650789221e-21
-4074.8999999999996,3.4211361833094178e-19,1.740197885837335e-20
-4074.7,2.1357878528564447e-19,1.2144537507092253e-20
-4074.4999999999995,3.58289491975563e-19,2.9234149603608865e-21
-4074.2999999999997,2.6898308616912455e-19,9.694580126039454e-21
-4074.0999999999995,2.6232679101321645e-19,3.675115952562338e-21
-4073.8999999999996,4.0183288972316775e-19,1.198972439083847e-20
-4073.7,1.981636084914367e-19,4.668972766459122e-21
-4073.4999999999995,4.008667625155349e-19,1.0955200488483288e-20
-4073.2999999999997,2.791141052698512e-19,8.621283192475902e-21
-4073.0999999999995,2.8281502286754344e-19,7.848816231622715e-21
-4072.8999999999996,3.081052864495921e-19,1.4144450407583503e-20
-4072.6999999999994,2.732157662988006e-19,3.890918359803389e-21
-4072.4999999999995,3.66863052667114e-19,4.465058973122729e-21
-4072.2999999999997,2.5797094502625027e-19,1.6599118917143767e-20
-4072.0999999999995,3.238958917344614e-19,4.832964403114331e-21
-4071.8999999999996,3.012259324518711e-19,8.903109337949371e-21
-4071.6999999999994,3.1627021966395656e-19,1.7416122506937035e-20
-4071.4999999999995,2.939548115305557e-19,1.0581512784287071e-20
-4071.2999999999997,3.417824069197291e-19,7.813811145178733e-21
-4071.0999999999995,2.647041587900768e-19,8.981582273435446e-21
-4070.8999999999996,3.6456053365950527e-19,8.649410588565337e-21
-4070.6999999999994,2.5988853161213446e-19,3.3009026016343566e-20
-4070.4999999999995,3.658082212728581e-19,7.159647008103856e-21
-4070.2999999999993,2.8546521572925363e-19,1.6988010180931488e-20
-4070.1,3.3444749249865593e-19,6.038588962977864e-21
-4069.9,2.764566687670345e-19,1.0224692589006531e-20
-4069.7,3.754806120131391e-19,1.3218885741432405e-20
-4069.5,2.5848101357280143e-19,1.6065852911105262e-20
-4069.2999999999997,4.024634297964876e-19,6.53763292816745e-21
-4069.1,2.609554706762551e-19,1.6151940901556872e-20
-4068.9,3.491156562760535e-19,1.8486395515391897e-20
-4068.7,3.3067257537088034e-19,7.352150098517838e-21
-4068.5,2.9651538828476275e-19,1.3607242744161424e-20
-4068.2999999999997,3.745834315901263e-19,8.004499988859665e-21
-4068.1,2.5006436702703e-19,1.1815096922673771e-20
-4067.9,3.67965857427755e-19,2.8438665952252164e-21
-4067.7,3.445786882687944e-19,1.5510351577895314e-20
-4067.5,3.13994309137947e-19,7.173719962609437e-21
-4067.2999999999997,3.438706509567761e-19,1.4281095249743657e-20
-4067.1,3.2609040816918554e-19,3.435427484948916e-21
-4066.8999999999996,3.160949560174644e-19,7.747554703630595e-21
-4066.7,2.9432986919575887e-19,1.5367742992195805e-20
-4066.5,4.450778921695616e-19,6.0078921312651116e-21
-4066.2999999999997,2.9127309336970538e-19,7.708304715215989e-21
-4066.1,3.215541466678242e-19,7.358627365850403e-21
-4065.8999999999996,3.1436517420803015e-19,1.684004069708619e-20
-4065.7,3.85845614615449e-19,1.1691807440082986e-20
-4065.5,2.922456487336766e-19,6.384407873607433e-21
-4065.2999999999997,3.7790254832938647e-19,6.803426913421975e-21
-4065.1,3.633834330643738e-19,1.3552978519605104e-20
-4064.8999999999996,3.0213104105917035e-19,1.6579946782278714e-20
-4064.7,3.736541695301256e-19,1.0072658293770598e-20
-4064.4999999999995,3.316662076090589e-19,1.1975189070099277e-20
-4064.2999999999997,3.567904055556973e-19,1.21447912551119e-20
-4064.1,3.243576463800201e-19,1.4605865956915297e-20
-4063.8999999999996,3.421853140835974e-19,9.71239359691892e-21
-4063.7,4.287201048798886e-19,1.0042633170885828e-20
-4063.4999999999995,2.8894405696624e-19,7.261726309558339e-21
-4063.2999999999997,3.161302409279615e-19,1.743511416368744e-20
-4063.1,4.564231868550239e-19,1.736029648186385e-20
-4062.8999999999996,2.864442108835234e-19,1.3457090571476083e-21
-4062.7,3.63232505391388e-19,1.4197852357049715e-20
-4062.4999999999995,3.88310166019656e-19,2.2953766567063764e-20
-4062.2999999999997,3.1146638451738764e-19,1.951429074251942e-20
-4062.0999999999995,4.0609232448254846e-19,4.431321161719982e-21
-4061.8999999999996,3.4175113432664664e-19,2.2385086045732624e-20
-4061.7,3.497478997043635e-19,3.783581534934618e-21
-4061.4999999999995,3.239141363933069e-19,1.721741718611257e-20
-4061.2999999999997,4.6540254539509e-19,1.4059783702034395e-20
-4061.0999999999995,2.668243916243727e-19,8.676734692705807e-21
-4060.8999999999996,4.260830006338707e-19,4.636630201762345e-21
-4060.7,3.2977462310246653e-19,1.4047876192035654e-20
-4060.4999999999995,3.961685752615691e-19,6.42876263999847e-21
-4060.2999999999997,3.6252203111843296e-19,1.0242253894544687e-20
-4060.0999999999995,3.253539881668874e-19,2.6529152074134815e-20
-4059.8999999999996,4.537241714641626e-19,1.2602108677666366e-21
-4059.6999999999994,3.309429621815722e-19,2.0434025570881312e-20
-4059.4999999999995,3.7151149947997564e-19,3.3091724728590692e-21
-4059.2999999999997,3.068479071454706e-19,1.4476756350747765e-20
-4059.0999999999995,4.407835362558075e-19,1.0055572917600908e-20
-4058.8999999999996,3.6556091205429816e-19,2.600120377564997e-20
-4058.6999999999994,4.064262147294896e-19,1.9047229434490546e-22
-4058.4999999999995,3.1443543587803873e-19,1.4824486964923197e-20
-4058.2999999999997,3.9228030399859226e-19,1.6390622040723246e-20
-4058.0999999999995,4.3009659497562364e-19,1.80782947508462e-21
-4057.9,3.3368322795123682e-19,1.6304579758510518e-20
-4057.7,4.143411131420224e-19,1.0698039696084221e-20
-4057.5,3.7471094717683185e-19,1.2252847557403524e-20
-4057.2999999999997,3.7678449905855883e-19,3.2710451045837676e-21
-4057.1,3.475396024542684e-19,3.4961052633772946e-20
-4056.9,4.564393758093242e-19,1.6537931296945828e-21
-4056.7,3.691190099420176e-19,2.775316864894887e-20
-4056.5,3.6187587889275557e-19,8.40831151936248e-21
-4056.2999999999997,3.5899513099941815e-19,6.813476966493282e-21
-4056.1,4.876339171952151e-19,1.2571540934117628e-20
-4055.9,3.200695920794377e-19,2.069397583869659e-20
-4055.7,4.716035445879898e-19,1.7554484794389413e-20
-4055.5,3.4960115774697822e-19,7.698247377046644e-21
-4055.2999999999997,4.0253529530046807e-19,2.8021322213403364e-20
-4055.1,3.7722633163570743e-19,6.639160655517792e-21
-4054.8999999999996,4.456377212518658e-19,4.89578729418182e-21
-4054.7,3.5876013854684966e-19,1.3635501236998767e-20
-4054.5,3.663793262943429e-19,9.619478655721948e-21
-4054.2999999999997,4.636641104827246e-19,1.567322561286032e-20
-4054.1,3.7031989750423505e-19,1.3005539320790187e-20
-4053.8999999999996,4.0804162302247407e-19,3.805556384529736e-21
-4053.7,4.3262007196661084e-19,1.0225207898325413e-20
-4053.5,3.743157669853487e-19,2.4345294770601376e-20
-4053.2999999999997,3.9896167464139437e-19,1.879357700541365e-21
-4053.1,4.1070715526573153e-19,2.0783206188230217e-20
-4052.8999999999996,4.1158735984201483e-19,1.7234567025295385e-20
-4052.7,3.9944308522855e-19,2.4568879011226356e-21
-4052.4999999999995,4.472131077608036e-19,7.12166894378164e-21
-4052.2999999999997,3.8624521279044994e-19,2.4220502994057764e-20
-4052.1,3.8422111471197468e-19,5.131883565932857e-21
-4051.8999999999996,4.517205220170227e-19,1.796689603924548e-20
-4051.7,3.958720976635796e-19,4.7844424690821135e-21
-4051.4999999999995,4.312607576632721e-19,1.0211417975684069e-20
-4051.2999999999997,4.2248218407349372e-19,2.62618303148485e-20
-4051.1,3.960534931729931e-19,2.7555401732107484e-21
-4050.8999999999996,3.8846388775560784e-19,2.4256508092756606e-20
-4050.7,5.25489278790825e-19,3.2165365329849135e-21
-4050.4999999999995,3.2550703898195844e-19,2.5884163498760118e-20
-4050.2999999999997,4.825435182830459e-19,3.8586311233240684e-21
-4050.0999999999995,4.1602777456746255e-19,1.4642853538121285e-20
-4049.8999999999996,3.993907359756638e-19,4.522319952420968e-21
-4049.7,4.2927885125249513e-19,8.41364033479754e-21
-4049.4999999999995,4.359229051169779e-19,1.2223553971026963e-20
-4049.2999999999997,4.2216254668207225e-19,3.384646878815765e-20
-4049.0999999999995,4.302407554283453e-19,4.0872315543094477e-22
-4048.8999999999996,4.500598471646488e-19,2.736746244886468e-20
-4048.7,4.1483450312193274e-19,7.14017560943494e-21
-4048.4999999999995,4.417449378918045e-19,1.2385181281299694e-20
-4048.2999999999997,4.0218481823253256e-19,2.261876072236886e-21
-4048.0999999999995,4.686355589085037e-19,3.6805477708603015e-20
-4047.8999999999996,4.0595368076638146e-19,3.627178088308085e-21
-4047.6999999999994,4.94826118596627e-19,1.675789496415243e-20
-4047.4999999999995,3.9716784789436815e-19,7.398035253698608e-21
-4047.2999999999997,4.2410095705870826e-19,1.1171619597915622e-20
-4047.0999999999995,4.577195123317057e-19,1.4801530743725812e-20
-4046.8999999999996,4.736945550320557e-19,1.3314445531640621e-20
-4046.6999999999994,4.1058878227036143e-19,8.184510455535914e-21
-4046.4999999999995,4.0440020679929624e-19,7.2585391553408e-21
-4046.2999999999997,5.452561384330703e-19,3.2952417958154464e-20
-4046.0999999999995,3.6616284532379774e-19,3.40640433817094e-21
-4045.8999999999996,5.022926805523308e-19,5.701156111630233e-20
-4045.6999999999994,4.078869495276469e-19,1.0131667561169732e-21
-4045.4999999999995,4.769247642310494e-19,1.639452927480058e-20
-4045.2999999999993,4.532119897216387e-19,1.548713336322476e-20
-4045.0999999999995,4.515682781297475e-19,1.1489728464457151e-20
-4044.9,4.210927402451084e-19,7.521304361873097e-21
-4044.7,5.296845356308738e-19,1.4749888574830308e-20
-4044.5,3.652571048263006e-19,1.528452564972467e-20
-4044.2999999999997,5.311109350074418e-19,4.2351154151943615e-21
-4044.1,4.692922343586535e-19,2.337048722844629e-20
-4043.9,3.6878550404437548e-19,1.1131257201887656e-20
-4043.7,5.846032866531819e-19,7.09139475885735e-21
-4043.5,3.7693461604679744e-19,1.9134665626854464e-20
-4043.2999999999997,5.051083926320221e-19,3.61896234196049e-21
-4043.1,4.3367395713111843e-19,2.05612530057113e-20
-4042.9,4.992536259563024e-19,6.0834752395593885e-21
-4042.7,4.423220561166873e-19,1.6049164808217498e-20
-4042.5,5.218687005543839e-19,1.3860056334372405e-20
-4042.2999999999997,4.67714483494727e-19,6.517502037074232e-21
-4042.1,4.295649494024923e-19,1.9960970783769592e-20
-4041.8999999999996,5.023887645855782e-19,1.6404523206587082e-20
-4041.7,4.301838289514043e-19,2.8673649885993683e-21
-4041.5,5.452858953552011e-19,3.971425421725787e-20
-4041.2999999999997,4.276107195269069e-19,8.857979454679379e-22
-4041.1,4.880044620734751e-19,1.9887951019744178e-20
-4040.8999999999996,4.696901656407985e-19,2.1712285763911626e-20
-4040.7,5.245448829897896e-19,7.469443016887723e-21
-4040.5,4.439787785105648e-19,2.885157271459621e-20
-4040.2999999999997,4.870488304684267e-19,1.7179105742012064e-20
-4040.1,4.561655898237811e-19,3.732770329082549e-21
-4039.8999999999996,5.111682248251236e-19,1.8785489305130637e-20
-4039.7,4.816289746807996e-19,1.2177439566441404e-20
-4039.4999999999995,5.23850585651314e-19,2.0872004314896757e-20
-4039.2999999999997,4.363958837391657e-19,2.634784222227321e-21
-4039.1,4.917567432909649e-19,3.254054699259828e-20
-4038.8999999999996,5.042100235004108e-19,6.4683596131458064e-21
-4038.7,4.815834986845e-19,1.2901876813691684e-20
-4038.4999999999995,5.194749399761901e-19,1.823599404760862e-20
-4038.2999999999997,4.955891121705639e-19,1.0892496710833091e-20
-4038.1,4.4947550660128225e-19,1.056558919291506e-20
-4037.8999999999996,5.502210602191841e-19,1.7862836143840943e-20
-4037.7,4.906383294099052e-19,1.589243139702345e-20
-4037.4999999999995,5.065144160038946e-19,2.434331249440504e-21
-4037.2999999999997,4.282634924227988e-19,3.2050701694893755e-20
-4037.0999999999995,5.458313066091032e-19,5.3613230740884136e-21
-4036.8999999999996,4.741109017311063e-19,2.0270187239866308e-20
-4036.7,6.005874585043283e-19,1.400120829880035e-20
-4036.4999999999995,4.381413841890495e-19,1.5575168724812768e-20
-4036.2999999999997,5.498449277551533e-19,1.6640382378852935e-21
-4036.0999999999995,4.365735770811429e-19,4.030257541181409e-20
-4035.8999999999996,5.507611635888959e-19,3.7413439916527275e-21
-4035.7,4.670303343882727e-19,2.632447542071328e-20
-4035.4999999999995,5.931233994424533e-19,1.3864050139288816e-20
-4035.2999999999997,4.578696479794392e-19,2.2613782465968144e-20
-4035.0999999999995,5.197297867387146e-19,2.8034351124681626e-20
